 
****************************************
Report : power
        -net
        -analysis_effort low
        -sort_mode net_switching_power
Design : DLX_IR_SIZE32_PC_SIZE32
Version: F-2011.09-SP3
Date   : Sun Sep 19 19:45:02 2021
****************************************


Library(s) Used:

    NangateOpenCellLibrary (File: /home/mariagrazia.graziano/do/libnangate/NangateOpenCellLibrary_typical_ecsm.db)


Operating Conditions: typical   Library: NangateOpenCellLibrary
Wire Load Model Mode: top

Design        Wire Load Model            Library
------------------------------------------------
DLX_IR_SIZE32_PC_SIZE32
                       5K_hvratio_1_1    NangateOpenCellLibrary


Global Operating Voltage = 1.1  
Power-specific unit information :
    Voltage Units = 1V
    Capacitance Units = 1.000000ff
    Time Units = 1ns
    Dynamic Power Units = 1uW    (derived from V,C,T units)
    Leakage Power Units = 1nW



  Attributes
  ----------
      a  -  Switching activity information annotated on net
      d  -  Default switching activity information on net

                             Total      Static   Toggle   Switching
Net                          Net Load   Prob.    Rate     Power      Attrs
DTPTH_I/NPC_fetch[19]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[20]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[21]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[22]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[23]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[24]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[25]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[26]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[27]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[28]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[29]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[30]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC_fetch[31]          0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[0]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[1]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[2]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[3]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[4]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[5]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[6]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[7]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[8]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[9]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[10]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[11]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[12]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[13]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[14]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[15]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[16]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[17]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[18]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[19]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[20]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[21]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[22]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[23]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[24]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[25]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[26]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[27]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[28]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[29]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[30]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/ir_fetch[31]           0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[0]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[1]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[2]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[3]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[4]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[5]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[6]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[7]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[8]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[9]             0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[10]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[11]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[12]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[13]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[14]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[15]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[16]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[17]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[18]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[19]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[20]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[21]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[22]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[23]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[24]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[25]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[26]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[27]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[28]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[29]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[30]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/regA_ex[31]            0.310    0.500    0.1000      0.0187  d
DTPTH_I/NPC[24]                0.310    0.506    0.0999      0.0187  
DRAM_ADDRESS[3]                0.310    0.504    0.0998      0.0187  
DRAM_ADDRESS[5]                0.310    0.503    0.0998      0.0187  
DTPTH_I/NPC[31]                0.310    0.494    0.0998      0.0187  
DRAM_ADDRESS[7]                0.310    0.510    0.0997      0.0187  
DRAM_ADDRESS[11]               0.310    0.505    0.0997      0.0187  
DRAM_ADDRESS[16]               0.310    0.499    0.0997      0.0187  
DRAM_ADDRESS[1]                0.310    0.489    0.0996      0.0187  
DRAM_ADDRESS[21]               0.310    0.501    0.0995      0.0187  
DRAM_ADDRESS[15]               0.310    0.492    0.0995      0.0186  
DRAM_ADDRESS[6]                0.310    0.507    0.0994      0.0186  
DRAM_ADDRESS[29]               0.310    0.509    0.0994      0.0186  
DRAM_ADDRESS[20]               0.310    0.509    0.0993      0.0186  
DRAM_ADDRESS[26]               0.310    0.495    0.0993      0.0186  
DRAM_ADDRESS[8]                0.310    0.500    0.0992      0.0186  
DRAM_ADDRESS[24]               0.310    0.496    0.0992      0.0186  
DRAM_ADDRESS[30]               0.310    0.493    0.0992      0.0186  
DRAM_ADDRESS[28]               0.310    0.502    0.0990      0.0186  
DRAM_ADDRESS[12]               0.310    0.509    0.0990      0.0185  
DRAM_ADDRESS[4]                0.310    0.492    0.0988      0.0185  
DTPTH_I/NPC[21]                0.310    0.499    0.0988      0.0185  
DTPTH_I/NPC[29]                0.310    0.510    0.0984      0.0184  
DRAM_ADDRESS[2]                0.310    0.495    0.0984      0.0184  
DTPTH_I/NPC[12]                0.310    0.504    0.0982      0.0184  
DTPTH_I/NPC[27]                0.310    0.500    0.0982      0.0184  
DRAM_ADDRESS[9]                0.310    0.509    0.0981      0.0184  
DRAM_ADDRESS[25]               0.310    0.510    0.0980      0.0184  
DRAM_ADDRESS[17]               0.310    0.474    0.0978      0.0183  
DTPTH_I/NPC[18]                0.310    0.505    0.0977      0.0183  
DTPTH_I/NPC[17]                0.310    0.507    0.0977      0.0183  
DRAM_ADDRESS[23]               0.310    0.504    0.0977      0.0183  
DRAM_ADDRESS[31]               0.310    0.514    0.0973      0.0182  
DRAM_ADDRESS[13]               0.310    0.499    0.0971      0.0182  
DTPTH_I/NPC[15]                0.310    0.480    0.0966      0.0181  
DRAM_ADDRESS[18]               0.310    0.507    0.0956      0.0179  
DTPTH_I/add_254/carry[8]       3.758    0.004    0.0057      0.0130  
DTPTH_I/add_254/carry[9]       3.758    0.002    0.0031      0.0069  
DTPTH_I/add_254/carry[10]      3.758    0.002    0.0022      0.0050  
DTPTH_I/ALU_out[0]             0.310    0.513    0.0241      0.0045  
DTPTH_I/ALU_out[19]            0.310    0.493    0.0241      0.0045  
DTPTH_I/ALU_out[13]            0.310    0.510    0.0238      0.0045  
DTPTH_I/ALU_out[12]            0.310    0.492    0.0234      0.0044  
DTPTH_I/ALU_out[22]            0.310    0.474    0.0232      0.0043  
DTPTH_I/ALU_out[2]             0.310    0.485    0.0231      0.0043  
DTPTH_I/ALU_out[3]             0.310    0.488    0.0230      0.0043  
DTPTH_I/ALU_out[30]            0.310    0.490    0.0230      0.0043  
DTPTH_I/ALU_out[4]             0.310    0.488    0.0229      0.0043  
DTPTH_I/ALU_out[23]            0.310    0.479    0.0228      0.0043  
DTPTH_I/ALU_out[21]            0.310    0.513    0.0228      0.0043  
DTPTH_I/ALU_out[7]             0.310    0.472    0.0227      0.0043  
DTPTH_I/ALU_out[11]            0.310    0.492    0.0227      0.0043  
DTPTH_I/ALU_out[1]             0.310    0.489    0.0226      0.0042  
DTPTH_I/ALU_out[27]            0.310    0.493    0.0226      0.0042  
DTPTH_I/ALU_out[25]            0.310    0.471    0.0226      0.0042  
DTPTH_I/ALU_out[6]             0.310    0.529    0.0226      0.0042  
DTPTH_I/ALU_out[10]            0.310    0.511    0.0225      0.0042  
DTPTH_I/ALU_out[8]             0.310    0.452    0.0224      0.0042  
DTPTH_I/ALU_out[9]             0.310    0.524    0.0224      0.0042  
DTPTH_I/ALU_out[14]            0.310    0.478    0.0223      0.0042  
DTPTH_I/ALU_out[31]            0.310    0.480    0.0223      0.0042  
DTPTH_I/ALU_out[28]            0.310    0.500    0.0222      0.0042  
DTPTH_I/ALU_out[24]            0.310    0.503    0.0222      0.0042  
DTPTH_I/ALU_out[26]            0.310    0.493    0.0222      0.0042  
CU_I/n149                      1.450    0.049    0.0047      0.0041  
DTPTH_I/ALU_out[29]            0.310    0.493    0.0219      0.0041  
DTPTH_I/ALU_out[18]            0.310    0.497    0.0219      0.0041  
DTPTH_I/ALU_out[16]            0.310    0.494    0.0217      0.0041  
DTPTH_I/ALU_out[15]            0.310    0.480    0.0216      0.0040  
DTPTH_I/ALU_out[17]            0.310    0.494    0.0216      0.0040  
DTPTH_I/ALU_out[5]             0.310    0.479    0.0215      0.0040  
DTPTH_I/ALU_out[20]            0.310    0.495    0.0210      0.0039  
CU_I/n150                      1.450    0.019    0.0035      0.0031  
DTPTH_I/add_254/carry[11]      3.758    0.001    0.0013      0.0029  
signed_unsigned_i              2.024    0.053    0.0020      0.0024  
n255                           3.960    0.969    0.0010      0.0023  
DTPTH_I/add_254/carry[12]      3.758    0.000    0.0007      0.0015  
DTPTH_I/add_254/carry[13]      3.758    0.000    0.0006      0.0014  
DTPTH_I/add_254/carry[14]      3.758    0.000    0.0006      0.0014  
n261                           1.894    0.934    0.0010      0.0011  
DTPTH_I/add_254/carry[15]      3.758    0.000    0.0005      0.0011  
DTPTH_I/add_254/carry[16]      3.758    0.000    0.0005      0.0011  
DTPTH_I/add_254/carry[17]      3.758    0.000    0.0005      0.0011  
DTPTH_I/add_254/carry[18]      3.758    0.000    0.0005      0.0011  
DTPTH_I/add_254/carry[19]      3.758    0.000    0.0005      0.0011  
DTPTH_I/add_254/carry[20]      3.758    0.000    0.0005      0.0011  
DTPTH_I/add_254/carry[21]      3.758    0.000    0.0005      0.0011  
DTPTH_I/add_254/carry[22]      3.758    0.000    0.0005      0.0011  
DTPTH_I/add_254/carry[23]      3.758    0.000    0.0005      0.0011  
DTPTH_I/add_254/carry[24]      3.758    0.000    0.0005      0.0011  
DTPTH_I/add_254/carry[25]      3.758    0.000    0.0005      0.0011  
DTPTH_I/add_254/carry[26]      3.758    0.000    0.0005      0.0011  
DTPTH_I/add_254/carry[27]      3.758    0.000    0.0005      0.0011  
DTPTH_I/add_254/carry[28]      3.758    0.000    0.0005      0.0011  
DTPTH_I/add_254/carry[29]      3.758    0.000    0.0005      0.0011  
DTPTH_I/add_254/carry[30]      3.758    0.000    0.0005      0.0011  
DTPTH_I/add_254/carry[31]      2.721    0.000    0.0005      0.0008  
CU_I/signed_unsigned_i         1.974    0.000    0.0000      0.0000  
DRAM_DATA[0]                   0.310    0.000    0.0000      0.0000  
DRAM_DATA[1]                   0.310    0.000    0.0000      0.0000  
DRAM_DATA[2]                   0.310    0.000    0.0000      0.0000  
DRAM_DATA[3]                   0.310    0.000    0.0000      0.0000  
DRAM_DATA[4]                   0.310    0.000    0.0000      0.0000  
DRAM_DATA[5]                   0.310    0.000    0.0000      0.0000  
DRAM_DATA[6]                   0.310    0.000    0.0000      0.0000  
DRAM_DATA[7]                   0.310    0.000    0.0000      0.0000  
DRAM_DATA[8]                   0.310    0.000    0.0000      0.0000  
DRAM_DATA[9]                   0.310    0.000    0.0000      0.0000  
DRAM_DATA[10]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[11]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[12]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[13]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[14]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[15]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[16]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[17]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[18]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[19]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[20]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[21]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[22]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[23]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[24]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[25]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[26]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[27]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[28]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[29]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[30]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[31]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[32]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[33]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[34]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[35]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[36]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[37]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[38]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[39]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[40]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[41]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[42]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[43]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[44]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[45]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[46]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[47]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[48]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[49]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[50]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[51]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[52]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[53]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[54]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[55]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[56]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[57]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[58]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[59]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[60]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[61]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[62]                  0.310    0.000    0.0000      0.0000  
DRAM_DATA[63]                  0.310    0.000    0.0000      0.0000  
DRAM_READNOTWRITE            167.628    1.000    0.0000      0.0000  d
IRAM_ADDRESS[31]             254.878    0.000    0.0000      0.0000  d
n263                           1.980    1.000    0.0000      0.0000  
--------------------------------------------------------------------------------
Total (858 nets)                                            47.7536 uW
1
